time,lon,lat,slp,wsp,sfc_phi,tempest_ID,miami_dist,ss_wsp,ss_mslp
2011-08-08 12:00:00,280.567905,24.960101,92991.11,87.17059,0.0,storm_1307,119.59,Category 5,Category 4
2011-08-08 18:00:00,279.254499,26.255377,94273.04,67.48672,39.24,storm_1307,75.69,Category 4,Category 4
2011-08-09 00:00:00,278.464258,27.546803,95673.77,46.65851,363.0075,storm_1307,237.06,Category 2,Category 3
2011-08-09 06:00:00,277.871457,28.576502,97081.31,38.93673,196.0959,storm_1307,364.81,Category 1,Category 2
2011-08-09 12:00:00,277.278342,29.785055,97157.6,37.48766,156.1452,storm_1307,509.79,Category 1,Category 2
2011-08-09 18:00:00,277.09465,30.631886,97510.39,37.95444,444.3935,storm_1307,601.17,Category 1,Category 1
2011-08-10 00:00:00,277.168211,31.696215,97954.34,28.70673,843.2544,storm_1307,706.24,Tropical Storm,Category 1
2011-08-10 06:00:00,277.069254,32.624829,98716.92,23.64724,669.106,storm_1307,806.08,Tropical Storm,Category 1
2011-08-10 12:00:00,277.27717,33.527808,99051.06,23.8146,1495.258,storm_1307,895.54,Tropical Storm,Tropical Storm
2011-08-10 18:00:00,277.557957,34.034884,99480.2,19.92148,1285.322,storm_1307,943.25,Tropical Storm,Tropical Storm
2011-08-11 00:00:00,278.341924,34.936403,99719.89,18.30716,1683.723,storm_1307,1028.09,Tropical Storm,Tropical Storm
2011-08-11 06:00:00,279.319341,36.141352,99951.3,18.02809,2846.549,storm_1307,1153.54,Tropical Storm,Tropical Storm
2011-08-11 12:00:00,279.648405,37.399253,100190.8,18.07615,6699.425,storm_1307,1292.61,Tropical Storm,Tropical Depression
2011-08-11 18:00:00,280.935774,38.614752,100443.2,17.07657,9885.615,storm_1307,1431.72,Tropical Storm,Tropical Depression
2011-08-12 00:00:00,281.888196,39.558644,100529.7,16.47841,3229.236,storm_1307,1545.04,Tropical Depression,Tropical Depression
2011-08-12 06:00:00,282.276083,40.269379,100426.3,12.9907,3286.443,storm_1307,1628.05,Tropical Depression,Tropical Depression
2011-08-12 12:00:00,282.915767,40.254814,100429.6,8.837938,1295.073,storm_1307,1635.89,Tropical Depression,Tropical Depression
